id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
72583009,,19200,19200,19200, 60 months,10.75,415.07,B,B4,Engineer,10+ years,MORTGAGE,131000,Source Verified,Feb-16,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72583009,,credit_card,Credit card refinancing,782xx,TX,18.38,0,Nov-88,680,684,1,38,,14,0,24225,91.4,36,w,8596.07,8596.07,15348.39,15348.39,10603.93,4744.46,0,0,0,Mar-19,415.07,Apr-19,Mar-19,619,615,0,46,1,Individual,,,,0,0,230935,0,3,1,3,12,68860,63,1,5,4842,77,26500,1,3,3,8,16495,1307,93.5,0,0,166,327,12,12,3,12,38,0,38,4,8,10,8,14,13,10,20,10,14,0,0,0,2,83.3,87.5,0,0,275956,93085,20000,96338,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
70703381,,21000,21000,21000, 36 months,9.75,675.15,B,B3,Accountant,2 years,RENT,54000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70703381,,debt_consolidation,Debt consolidation,905xx,CA,9.63,0,Mar-05,740,744,0,,,10,0,11900,30.5,11,w,0,0,21843.98,21843.98,21000,843.98,0,0,0,Jul-16,19166.13,,Aug-16,759,755,0,,1,Individual,,,,0,0,12774,0,1,0,1,15,874,44,1,5,4651,31,39000,0,2,0,6,1277,11223,36.2,0,0,15,131,8,8,0,8,,15,,0,3,6,3,3,1,9,10,6,10,0,0,0,1,100,0,0,0,41000,12774,17600,2000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72772274,,16000,16000,16000, 60 months,12.99,363.97,C,C2,"Director, Marketing & Comm",< 1 year,RENT,73800,Not Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72772274,,other,Other,298xx,SC,29.25,0,Sep-93,740,744,0,,,9,0,37905,48.5,24,w,0,0,7297.52,7297.52,4232.8,3064.72,0,0,0,Nov-17,363.97,,Mar-19,514,510,0,,1,Individual,,,,0,0,71014,0,3,0,2,13,33109,68,0,1,12769,56,78200,2,0,2,3,7890,26430,32.6,0,0,139,269,21,13,4,36,,1,,0,2,3,3,4,12,6,8,3,9,0,0,0,0,100,0,0,0,127182,71014,39200,48982,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72714117,,9000,9000,9000, 36 months,10.75,293.59,B,B4,,,MORTGAGE,37680,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72714117,,debt_consolidation,Debt consolidation,484xx,MI,4.27,0,Nov-00,675,679,0,,,6,0,5216,36,8,w,0,0,10494.49882,10494.5,9000,1494.5,0,0,0,Aug-18,2006.45,,Mar-19,744,740,1,,1,Individual,,,,0,186,70781,1,0,0,0,,0,,2,3,2786,36,14500,0,0,2,3,11797,7115,38.1,0,0,,41,4,4,3,7,,7,,0,2,3,4,4,0,5,5,3,6,0,0,0,2,100,25,0,0,83200,5216,11500,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72633888,,5000,5000,5000, 36 months,11.99,166.05,C,C1,Supplier Relationship Manager ,1 year,OWN,42000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72633888,,vacation,Vacation,237xx,VA,21.46,0,Jun-07,670,674,1,,,8,0,3377,31,11,w,0,0,5895.398851,5895.4,5000,895.4,0,0,0,May-18,984.76,,Mar-19,699,695,0,,1,Individual,,,,0,475,21136,3,2,0,3,14,17759,69,4,4,1657,58,10900,1,4,1,7,2642,6005,27.7,0,0,104,44,2,2,0,5,,2,,0,2,5,2,2,5,6,6,5,8,0,0,0,4,100,50,0,0,36503,21136,8300,25603,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72723806,,21000,21000,21000, 36 months,9.75,675.15,B,B3,Business Intelligence Engineer,< 1 year,RENT,130000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72723806,,debt_consolidation,Debt consolidation,950xx,CA,9.32,0,May-08,690,694,0,,,9,0,27532,63.4,10,w,0,0,24188.69045,24188.69,21000,3188.69,0,0,0,Aug-18,4620.72,,Mar-19,684,680,0,,1,Individual,,,,0,0,33527,0,1,0,1,15,5995,60,0,2,8294,63,43400,0,1,0,3,3725,15868,63.4,0,0,15,93,16,15,0,16,,20,,0,6,6,8,9,1,8,9,6,9,0,0,0,0,100,37.5,0,0,53400,33527,43400,10000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72604396,,28000,28000,28000, 60 months,8.39,572.98,B,B1,Senior Pitches and Pursuits Coordinator,< 1 year,RENT,70000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72604396,,credit_card,Credit card refinancing,802xx,CO,18.07,0,Sep-00,720,724,0,,,8,0,33744,60.4,16,w,0,0,31596.14712,31596.15,28000,3596.15,0,0,0,Nov-17,20149.6,,Dec-17,804,800,0,,1,Individual,,,,0,0,39674,1,1,0,1,13,5930,19,1,3,15593,45,55900,0,0,0,4,5668,21131,60.4,0,0,163,185,4,4,0,4,,,,0,4,5,6,9,5,7,11,5,8,0,0,0,1,100,40,0,0,87985,39674,53400,32085,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72573846,,10000,10000,10000, 36 months,14.46,344.02,C,C4,Office manager,8 years,OWN,33000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72573846,,debt_consolidation,Debt consolidation,064xx,CT,26.24,1,Feb-97,665,669,4,12,,24,0,10984,34.9,30,w,0,0,12376.45408,12376.45,10000,2376.45,0,0,0,Feb-19,343.78,,Feb-19,684,680,0,72,1,Individual,,,,0,0,15877,1,1,0,0,25,4893,52,1,3,2177,39,31500,2,1,5,3,690,4687,59.9,0,0,91,228,4,4,0,17,12,0,12,1,6,14,9,11,2,23,28,14,24,0,0,0,1,86.7,33.3,0,0,40925,15877,11700,9425,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72215247,,20000,20000,20000, 60 months,15.31,479.06,C,C5,Senior Infrastructure Engineer,10+ years,MORTGAGE,110000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72215247,,debt_consolidation,Debt consolidation,486xx,MI,11.91,0,Sep-96,675,679,0,28,,13,0,24909,74.8,19,w,0,0,22581.56509,22581.57,20000,2581.57,0,0,0,Dec-16,18287.04,,Feb-19,764,760,0,28,1,Individual,,,,0,208,151532,0,2,0,1,17,8146,42,2,2,10794,63,33300,2,3,5,3,11656,1971,91.3,0,0,126,233,10,10,1,58,28,2,28,1,5,8,5,8,4,10,14,8,13,0,0,0,2,94.4,100,0,0,187500,33055,22600,19200,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72703966,,4800,4800,4800, 36 months,9.16,153,B,B2,School Psychologist,9 years,RENT,88000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72703966,,credit_card,Credit card refinancing,920xx,CA,26.03,0,Jul-03,705,709,0,39,,15,0,29122,55.5,26,w,0,0,5328.273303,5328.27,4800,528.27,0,0,0,Sep-17,2718.99,,Oct-18,694,690,0,,1,Individual,,,,0,0,127342,2,6,3,3,6,98220,82,0,1,10541,74,52500,1,0,0,4,9096,20105,59.1,0,0,120,151,24,6,0,24,,13,39,0,5,6,7,9,12,9,14,6,15,0,0,0,3,96.2,57.1,0,0,172946,127342,49200,120446,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72613923,,21000,21000,21000, 36 months,10.75,685.03,B,B4,Captain,10+ years,RENT,103200,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72613923,,debt_consolidation,Debt consolidation,926xx,CA,26.66,0,Mar-04,685,689,0,48,,17,0,21991,60.7,44,w,0,0,24194.00773,24194.01,21000,3194.01,0,0,0,Mar-18,742.22,,Mar-19,724,720,0,,1,Individual,,,,0,0,77684,1,4,0,3,17,55693,66,4,8,4969,64,36200,1,5,1,11,4570,1332,91.7,0,0,113,143,1,1,0,1,48,9,48,0,7,11,8,18,15,13,29,11,17,0,0,0,4,97.7,87.5,0,0,121183,77684,16100,84983,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72762392,,18000,18000,18000, 36 months,10.75,587.17,B,B4,Letter carrier,10+ years,MORTGAGE,94000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72762392,,medical,Medical expenses,618xx,IL,30.03,0,Feb-99,680,684,0,,,19,0,52753,87.2,46,w,0,0,21123.36734,21123.37,18000,3123.37,0,0,0,Feb-19,562.18,,Feb-19,674,670,0,,1,Individual,,,,0,0,194010,0,2,0,2,18,27558,73,0,1,4837,82,60500,1,8,2,4,10211,5845,79.5,0,0,147,204,18,11,6,27,,6,,0,9,15,10,11,21,16,19,15,19,0,0,0,1,100,80,0,0,215243,80311,28500,37761,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72613900,,28000,28000,28000, 36 months,6.97,864.18,A,A3,Case manager,10+ years,MORTGAGE,90000,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72613900,,debt_consolidation,Debt consolidation,913xx,CA,28.85,0,Aug-04,680,684,0,,,17,0,61637,65,25,w,0,0,29271.77,29271.77,28000,1271.77,0,0,0,Nov-16,23244.19,,Mar-19,699,695,0,,1,Individual,,,,0,0,323731,1,1,0,0,44,12255,39,2,4,13894,65,95300,0,0,1,4,19043,7011,89,0,0,138,102,4,4,1,4,,7,,0,9,15,11,11,4,15,20,14,17,,0,0,2,100,66.7,0,0,421483,73892,63100,31078,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72644021,,12000,12000,12000, 60 months,22.45,334.51,E,E5,Tax Accountant,10+ years,MORTGAGE,60000,Source Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72644021,,debt_consolidation,Debt consolidation,551xx,MN,25.8,0,Dec-00,700,704,1,55,,11,0,12597,61.7,26,w,0,0,9621.34,9621.34,5490.36,3232.91,0,898.07,161.6526,Dec-17,121.79,,Apr-18,549,545,0,55,1,Individual,,,,0,0,41779,3,2,1,4,6,29182,72,4,5,1823,69,20400,2,0,3,9,3798,668,84.5,0,0,139,182,2,2,2,8,,3,,1,2,8,2,3,11,9,13,8,11,0,0,0,5,96.2,100,0,0,61011,41779,4300,40611,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,UNEMPLOYMENT,BROKEN,3,121.79,Nov-17,Feb-18,Dec-17,3,9,In Grace Period,,6667.96,332.22,Cash,N,,,,,,
69992128,,28000,28000,28000, 60 months,18.99,726.19,D,D4,Project Manager,10+ years,RENT,75000,Source Verified,Mar-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=69992128,,major_purchase,Major purchase,330xx,FL,16.16,0,Mar-01,755,759,2,,,18,0,13689,8.9,25,w,0,0,10989.91,10989.91,2078.23,2975.56,0,5936.12,1068.5016,Oct-16,726.19,,Jul-18,594,590,0,,1,Individual,,,,0,0,46619,3,1,1,3,7,32930,,5,10,10161,9,154500,1,0,4,14,2742,99415,12,0,0,130,179,1,1,0,1,,2,,0,9,10,11,11,7,16,17,10,18,0,0,0,6,100,0,0,0,192029,46619,113000,35596,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72613526,,8000,8000,8000, 36 months,9.16,255,B,B2,Priest,3 years,MORTGAGE,65000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72613526,,debt_consolidation,Debt consolidation,287xx,NC,27.32,1,Jul-90,690,694,0,3,,14,0,16378,34.4,21,w,0,0,9171.612821,9171.61,8000,1171.61,0,0,0,Feb-19,254.75,,Mar-19,719,715,0,,1,Individual,,,,0,0,202950,0,4,0,2,13,30600,64,0,1,6542,49,47600,0,1,0,3,15612,16022,50.5,0,0,159,307,16,13,2,36,28,,28,0,4,4,5,5,8,9,11,4,14,0,0,0,0,90.5,60,0,0,259444,46978,32400,47844,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72573520,,7000,7000,7000, 36 months,11.47,230.74,B,B5,Licensed Clinical Social Wolrker,2 years,MORTGAGE,78000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72573520,,debt_consolidation,Debt consolidation,960xx,CA,22.91,0,Oct-99,680,684,0,34,,16,0,22244,59.3,27,w,0,0,8301.845998,8301.85,7000,1301.85,0,0,0,Feb-19,230.41,,Mar-19,684,680,0,,1,Individual,,,,0,0,163708,3,3,2,3,4,40453,92,1,3,3092,67,37500,0,3,2,7,10232,6597,43.6,0,0,147,196,2,2,2,2,,10,34,0,2,5,6,10,6,12,19,5,16,0,0,0,4,96.2,16.7,0,0,190751,62697,11700,49251,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72653946,,24000,24000,24000, 36 months,13.67,816.43,C,C3,FACILITIES DIRECTOR,10+ years,MORTGAGE,85000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72653946,,debt_consolidation,Debt consolidation,755xx,TX,16.62,2,May-02,660,664,3,4,,9,0,4252,55.9,42,w,0,0,29542.07509,29542.08,24000,5501.26,40.82,0,0,Oct-18,7973.61,,Feb-19,719,715,2,26,1,Individual,,,,0,3650,174048,1,3,1,4,6,36308,86,1,2,3129,83,10500,3,3,8,6,19339,5448,65.2,0,0,120,162,11,6,5,17,4,5,4,1,2,2,3,5,25,4,10,2,9,0,0,0,2,85,33.3,0,0,205053,40560,9700,42079,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,UNEMPLOYMENT,COMPLETED,3,119.84,Feb-18,Apr-18,Feb-18,3,21,Late (16-30 days),359.52,10764.08,152.11,Cash,N,,,,,,
72784872,,12000,12000,12000, 60 months,14.46,282.09,C,C4,Direct Support Staff,2 years,MORTGAGE,34000,Source Verified,Mar-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72784872,,debt_consolidation,,470xx,IN,23.37,0,Apr-03,670,674,1,41,,12,0,12666,76.8,33,w,0,0,7601.19,7601.19,850.19,832.71,0,5918.29,1065.2922,Sep-16,282.09,,Aug-18,629,625,0,73,1,Individual,,,,0,128,38805,1,4,0,3,19,26139,94,4,5,3547,87,16500,0,0,3,9,3528,1600,84.2,0,0,114,154,6,6,1,8,41,6,41,4,4,7,5,10,17,8,15,7,12,0,0,0,4,81.2,75,0,0,44431,38805,10100,27931,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Feb-17,COMPLETE,Feb-17,5918.29,50,15
72012951,,15000,15000,15000, 60 months,11.99,333.6,C,C1,Senior recruiter,< 1 year,RENT,160000,Source Verified,Feb-16,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72012951,,debt_consolidation,Debt consolidation,940xx,CA,8.88,0,Oct-96,680,684,0,41,,7,0,6083,89.5,10,w,6824.12,6824.12,12323.22,12323.22,8175.88,4147.34,0,0,0,Mar-19,333.6,Apr-19,Mar-19,639,635,0,41,1,Individual,,,,0,0,56401,0,5,1,2,12,50318,79,1,1,3424,80,6800,3,0,3,3,8057,717,89.5,0,0,232,117,8,8,0,8,,12,,3,2,2,2,4,6,2,4,2,7,0,0,0,2,70,100,0,0,70361,56401,6800,63561,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72683893,,3025,3025,3025, 36 months,14.46,104.07,C,C4,,,MORTGAGE,31700,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72683893,,home_improvement,Home improvement,302xx,GA,32.6,1,May-95,705,709,1,22,,5,0,22712,83.8,10,w,0,0,3741.411911,3741.41,3025,716.41,0,0,0,Feb-19,103.82,,Mar-18,689,685,0,22,1,Individual,,,,0,0,35544,0,0,0,0,83,0,,1,1,9067,84,27100,1,0,2,1,7109,1266,93.5,0,0,177,249,8,8,2,249,,0,22,1,2,4,2,3,2,4,6,4,5,0,0,1,1,90,100,0,0,104525,22712,19400,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72543722,,10000,10000,10000, 36 months,9.75,321.5,B,B3,Director of Environmental Services,4 years,RENT,85000,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72543722,,debt_consolidation,Debt consolidation,338xx,FL,20.91,2,Oct-04,685,689,0,15,89,11,1,3771,36.3,23,w,0,0,11609.18209,11609.18,10000,1609.18,0,0,0,Mar-19,321.48,,Mar-19,684,680,0,,1,Individual,,,,0,866,69915,1,3,1,3,4,66144,84,1,1,1075,79,10400,3,1,0,4,6356,3800,30.9,0,0,119,76,9,4,1,9,15,16,15,0,3,5,4,7,8,8,14,5,11,0,0,0,2,100,25,1,0,89098,69915,5500,78698,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72573764,,35000,35000,35000, 60 months,13.67,808.42,C,C3,Project Controls Mgr,2 years,MORTGAGE,134600,Source Verified,Feb-16,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72573764,,debt_consolidation,Debt consolidation,983xx,WA,11.89,0,Nov-97,690,694,1,,,10,0,14827,66.5,20,w,16276.84,16276.84,29891.76,29891.76,18723.16,11168.6,0,0,0,Mar-19,808.42,Apr-19,Mar-19,704,700,0,,1,Individual,,,,0,0,402868,2,3,1,3,9,48375,86,1,1,6755,81,22300,0,1,4,5,40287,424,96,0,0,138,219,5,5,1,75,,5,,0,2,6,2,6,7,6,12,6,10,0,0,0,3,100,100,0,0,419549,63202,10600,56044,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72604402,,18550,18550,18550, 36 months,16.29,654.83,D,D1,,,OWN,22346,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72604402,,home_improvement,Home improvement,478xx,IN,34.96,0,May-95,660,664,0,29,50,10,5,12343,70.5,14,w,0,0,23299.8998,23299.9,18550,4749.9,0,0,0,Jul-18,5602.71,,Jul-18,779,775,0,60,1,Joint App,53054,15.86,Not Verified,0,415,24706,1,1,1,1,6,12363,95,2,6,2989,81,17500,0,0,3,7,2471,4415,72.9,0,0,40,249,11,6,1,12,29,6,29,1,6,7,7,9,2,9,11,7,10,0,0,0,3,85.7,57.1,0,3,30588,24706,16300,13088,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72753785,,12000,12000,12000, 60 months,19.53,314.8,D,D5,CUSTOMER SERVICE,8 years,MORTGAGE,31000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72753785,,debt_consolidation,Debt consolidation,376xx,TN,32.64,0,Jun-79,685,689,0,,69,12,1,6082,62.1,17,w,0,0,12781.37,12781.37,12000,781.37,0,0,0,Jun-16,11849.99,,Jun-16,694,690,0,,1,Individual,,,,0,0,135879,1,2,2,2,6,35372,90,0,8,3433,85,9800,0,1,3,10,12353,1684,77.2,0,0,35,440,17,6,1,17,,10,,0,2,4,3,6,3,9,13,4,12,0,0,0,2,100,66.7,1,0,148992,41454,7400,39192,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
70152602,,15000,15000,15000, 36 months,15.31,522.26,C,C5,DRIVER,8 years,RENT,67000,Not Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70152602,,credit_card,Credit card refinancing,132xx,NY,11.25,0,Apr-01,690,694,0,,,16,0,14606,54.1,19,w,0,0,18804.66701,18804.67,15000,3804.67,0,0,0,Feb-19,522.26,,Mar-19,709,705,0,,1,Individual,,,,0,0,14606,2,0,0,0,,0,,4,7,4361,54,27000,0,0,0,7,1043,950,88.1,0,0,,178,5,5,0,19,,19,,0,3,12,3,4,0,16,19,12,16,0,0,0,4,100,66.7,0,0,27000,14606,8000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72782870,,3000,3000,3000, 36 months,7.39,93.17,A,A4,Customer service ,2 years,MORTGAGE,54000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72782870,,car,,330xx,FL,12.6,0,May-01,680,684,0,,,9,0,15512,60.1,13,w,0,0,3352.776341,3352.78,3000,352.78,0,0,0,Feb-19,93.06,,Mar-19,699,695,0,,1,Individual,,,,0,649,114038,0,1,0,0,43,4154,34,1,2,4414,52,25800,0,0,0,2,12671,7288,68,0,0,83,177,11,11,1,11,,,,0,5,5,6,6,2,7,10,5,9,0,0,0,1,100,33.3,0,0,139768,19666,22800,12215,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72733825,,24000,24000,24000, 60 months,15.31,574.88,C,C5,Network Security Sr. Advisor,5 years,RENT,96000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72733825,,debt_consolidation,Debt consolidation,020xx,MA,13.31,0,Feb-09,700,704,2,,,8,0,17744,88.7,15,w,0,0,27299.89369,27299.89,24000,3299.89,0,0,0,Jan-17,21591.92,,Mar-19,699,695,0,,1,Individual,,,,0,0,77331,0,7,1,2,10,59587,99,0,0,17744,96,20000,1,1,5,2,9666,2256,88.7,0,0,62,84,37,10,0,84,,1,,0,1,1,1,2,10,1,5,1,8,0,0,0,1,100,100,0,0,80290,77331,20000,60290,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72763855,,24000,24000,24000, 36 months,9.75,771.6,B,B3,Administrator,10+ years,MORTGAGE,100000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72763855,,debt_consolidation,Debt consolidation,604xx,IL,8.65,1,Apr-97,665,669,0,3,,20,0,40474,49.4,50,w,0,0,27753.8208,27753.82,24000,3753.82,0,0,0,Mar-19,2.22,,Mar-19,699,695,0,,1,Individual,,,,0,0,145300,1,0,0,0,80,0,,4,7,10003,49,81900,0,0,2,7,7647,26426,60.5,0,0,169,226,2,2,3,2,3,8,3,0,7,7,11,24,4,19,43,7,20,0,0,0,4,98,27.3,0,0,209900,40474,66900,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72693771,,9375,9375,9375, 36 months,16.29,330.95,D,D1,Mechanic,< 1 year,OWN,51742,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72693771,,debt_consolidation,Debt consolidation,967xx,HI,21.71,0,Sep-05,660,664,0,61,51,5,1,3986,43,17,f,0,0,11223.5706,11223.57,9375,1848.57,0,0,0,Sep-17,5882.73,,Jan-19,624,620,0,55,1,Individual,,,,0,0,25511,0,2,1,1,8,21525,69,1,2,2930,43,9250,1,1,2,3,5102,2125,94,0,0,125,123,10,8,0,10,,9,,0,2,3,3,8,8,3,9,2,5,,0,0,2,65,100,1,0,40340,25511,4250,31090,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72663647,,15000,15000,15000, 60 months,16.29,367.09,D,D1,Clinical Assistant,2 years,RENT,36000,Source Verified,Feb-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72663647,,debt_consolidation,Debt consolidation,190xx,PA,19.97,0,Feb-11,700,704,0,,80,16,1,9666,35.3,20,w,0,0,2180.87,2180.87,329.15,391.45,0,1460.27,262.8486,Apr-16,367.09,,Nov-16,499,0,0,,1,Individual,,,,0,0,17192,1,2,0,0,33,7526,43,4,10,4398,38,27400,0,2,0,10,1146,8900,49.4,0,0,47,60,5,5,0,5,,17,,0,4,7,7,10,3,14,17,7,16,0,0,0,4,100,14.3,0,0,45006,17192,17600,17606,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72782913,,16000,16000,16000, 60 months,15.31,383.25,C,C5,Supervisor,10+ years,MORTGAGE,62000,Source Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72782913,,credit_card,,945xx,CA,22.96,0,May-04,685,689,0,,,15,0,22474,69.6,23,w,0,0,16611.63,16611.63,16000,611.63,0,0,0,May-16,15858.74,,Jul-18,749,745,0,,1,Individual,,,,0,0,28552,3,1,0,0,26,6078,31,5,7,5733,55,32300,0,1,1,9,2039,2187,90.5,0,0,83,141,4,4,2,4,,7,,0,8,11,8,11,3,13,18,11,15,0,0,0,6,100,87.5,0,0,51740,28552,23100,19440,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
